LABEL,JOB\NOT JOB
"בכפר נידח באלסקה, ללא כבישים המובילים החוצה וכאשר בית החולים הקרוב ביותר נמצא במרחק של כ-450 קילומטרים, ילד קטן נזקק לפתע לפינוי רפואי דחוף. אלא שאז התגלתה בעיה חמורה: תאורת מסלול הנחיתה התקלקלה, מה שהפך את נחיתת מטוס הפינוי הרפואי לבלתי אפשרית ומסוכנת.

כשהזמן הולך ואוזל, תושב מקומי ביצע 32 שיחות טלפון בהולות, ובתוך דקות ספורות הקהילה כולה התגייסה למשימה. אנשים יצאו בריצה מבתיהם בפיג'מות, התמודדו עם החושך הקופא, ונהגו בכלי הרכב שלהם לעבר מנחת המטוסים. הם הסתדרו בשורות משני צידי המסלול כשאורות הפנסים שלהם דולקים בעוצמה, ויחד יצרו מערכת תאורה מאולתרת שהספיקה כדי לכוון את הטייס לנחיתה בטוחה.

המטוס נחת בשלום, הילד קיבל את הטיפול הרפואי שהיה זקוק לו, וכפר קטן של 68 תושבים בלבד הוכיח שכאשר קהילה מתאחדת - דברים יוצאי דופן קורים.",0
"⭕ EXPOSED: In one of the underground terror tunnels within a terror tunnel network beneath the Beaufort Ridge, IDF troops located living quarters meant for extended stays, along with numerous weapons intended to be used against Israeli civilians.",0
"Hi Network! 👋
 DataArt is hiring 📣  across 📍 LATAM! 

We’re currently looking for 𝙎𝙚𝙣𝙞𝙤𝙧/𝙀𝙭𝙥𝙚𝙧𝙩 𝘽𝙪𝙨𝙞𝙣𝙚𝙨𝙨 𝙄𝙣𝙩𝙚𝙡𝙡𝙞𝙜𝙚𝙣𝙘𝙚 (𝘽𝙄) professionals to join our growing team.
➡️ https://lnkd.in/d-eskf_8

🔎 Requirements:

✔️ 5+ years of experience in Business Intelligence / Data Analytics
Strong expertise in Tableau and Power BI (dashboard development, data modeling, performance tuning)

✔️ Solid SQL skills and experience with relational databases

✔️ Hands-on experience with data warehousing concepts and ETL processes

✔️ Proven experience in pre-sales or solutioning activities

✔️ English strong communication skills, with the ability to present to both technical and non-technical audiences

🚀 Our proposal includes:

📚 Training
👩‍💻 Remote/Flex Work
📝 Certifications (AWS; GCP; Microsoft; among others)
🗣️ English classes
✨ + more perks

📩 Reach out, and I’ll share all the details! 🙌

#Hiring #DataAnalytics #BusinessIntelligence #SeniorBI #ExpertRoles #Tableau #PowerBI #LATAMJobs #TechCareers",1
"התרגשנו לפגוש אתמול פנים אל פנים את הסטודנטים לחשבונאות מאוניברסיטת רייכמן Reichman University במסגרת אירוע הענקת המלגות.

תודה ליונתן לבנדר Jonathan Lavender, סגן השותף המנהל ויושב ראש מערך הייעוץ ב-KPMG, שהשתתף בפאנל מרתק על עולם החשבונאות בעידן ה-AI, ושיתף מניסיונו על האתגרים וההזדמנויות שמעצבים את המקצוע.

מאחלים לכולם המון הצלחה בהמשך הדרך, ומקווים להיפגש שוב בקרוב ✨",0
"מטא מודה שהעובדים בדיכאון מגלי הפיטורים.
הפתרון? להגדיל את תקציב החטיפים, הנסיעות ואירועי החברה. (כי ידוע שקייטרינג פרימיום וריטריט בוטיק הם התרופה המוכרת לחרדה קיומית).

מטא כבר פספסה את הרכבת.
הם לא תכננו את מהלך הקיצוצים בצורה חכמה, ועכשיו הם מנסים לשים פלסטר של גוצ'י על שבר פתוח.

הנהלות חותכות בבשר החי, ואז מצפות ממחלקת הרווחה ""להרים את המורל"". אבל מי שנשאר בארגון מסתובב עם תסמונת הניצול.
הם ראו איך ""המשפחה"" מוחקת ביום אחד אנשים שישבו לידם. (ומנתקת להם את הגישה לסלאק עוד לפני שהם הספיקו לקחת את המטען מהשולחן).

בעבודה שלי עם ארגונים על בניית חוסן, גיליתי משהו שהנהלות מפספסות.
הצעד הראשון וההכרחי כדי להרגיע את העובדים שנשארו:

הוא הדרך שבה אתם מפטרים את אלו שעוזבים!

שלא תבינו לא נכון. חבילות פיצויים נדיבות וליווי תעסוקתי הם קריטיים.
הם נותנים ביטחון כלכלי ואין שום מקום לזלזל בזה. אבל צ'ק שמן לא משקם את הערך העצמי והמקצועי של מי שפוטר בשיחת זום קרה של 3 דקות.

תהליך פיטורים מכבד אומר להסתכל לאנשים בעיניים.
לוודא שהם יוצאים מהדלת כשהביטחון המקצועי שלהם שלם, ולא בתחושה שהם בורג פגום.
ולהמשיך לשמור איתם על קשר. לא למחוק אותם מההיסטוריה כאילו הם וולדמורט.
כשהעובד שנשאר רואה שמתייחסים ככה למי שעזב, הפחד שלו יורד.
הוא מבין שאם חלילה יגיע תורו, הוא לא יושלך לפח המיחזור של ההייטק.
זה בונה חוסן. זה מחזיר אמון.

עוד תקציב לחטיפים ואירועי חברה לא יעשה את זה, בדוק.
וזו הייתה רק נקודה אחת שאני ממליצה לחשוב עליה.

איך נראית תמיכה אמיתית במפוטרים שראיתם לאחרונה?",0
"My ML/CV team at Apple is growing! We have a new opening for a talented ML researcher to work on exciting projects across the spectrum of large-scale visual GenAI, to efficient on-device modeling. Your work will redefine the image/video experience for billions of users.

𝐁𝐚𝐜𝐤𝐠𝐫𝐨𝐮𝐧𝐝: Expert knowledge in designing/prototyping/training ML models for computer vision, with a proven track record of success. 
𝐐𝐮𝐚𝐥𝐢𝐟𝐢𝐜𝐚𝐭𝐢𝐨𝐧𝐬: Ph.D. in EECS or related areas is *required*. Publications at top ML/CV venues are *required*. Industry experience in ML research is preferred. Both senior ML researchers/engineers and recent Ph.D. grads are invited to apply.
𝐋𝐨𝐜𝐚𝐭𝐢𝐨𝐧: Cupertino (3 days a week in-person).

Please apply directly to the posting.

https://lnkd.in/gdP5n4mm",1
"New Career Paths in the AI Era ☕

AI is not only changing the tools we use.

It is also changing the career paths available to us.

In today’s Coffee with AI, I presented some of the new — and not-so-new — career paths emerging in the world of Artificial Intelligence.

Some of these roles have existed for a long time. But with the rise of LLMs, AI has quickly become one of the most important topics for anyone working in, or thinking about working in, technology.

For people already in tech, this is a great opportunity to build on existing skills and start a new professional cycle — or simply become more productive and effective in their current role.

*A backend developer can become an AI Engineer.
*A project manager can start building AI-powered applications.
*A DevOps engineer can expand into MLOps.

But building AI solutions is no longer exclusive to technical professionals.

One great example is Mike Brown, a personal injury lawyer who participated in the Built with Opus 4.6 Claude Code hackathon.

His project, CrossBeam, uses AI to help address California’s housing permitting bottleneck by analyzing blueprints, correction letters, and permit-related documents to generate a clear action plan for approval.

That is remarkable.

Not long ago, coding hackathons were spaces almost exclusively reserved for programmers. Today, AI is making it possible for domain experts — lawyers, doctors, musicians, infrastructure specialists, project managers, and many others — to turn their expertise into working solutions.

Most companies are still figuring out how to use AI as a competitive advantage. And the speed of change in this field is incredible.

That is why we created Coffee with AI here at Plan A: to help our team stay aligned, curious, and inspired by the many possibilities Artificial Intelligence is opening up.

Would you like to join us?

Check out our open positions here: 👇
https://lnkd.in/d9Fj2JFD
",1
"🚨 הרגע הכי מסוכן באבטחת מידע בארגון? קליטת עובד חדש.
אמ;לק: פיתחתי את FirstWatch🛡️ - מערכת AI אקטיבית שמזהה ונועלת פרצות אבטחה של עובדים חדשים בשניות. הגעתי לשלב ההצבעות בהאקתון הסייבר של Boring.Security ואני ממש צריכה אתכם כדי לנצח! 🏆
אשמח ל-10 שניות מזמנכם כדי להצביע לי בקישור הבא (ההצבעה פתוחה רק עד ה-30.6):
https://lnkd.in/drB3gQjs

למי שרוצה לצלול קצת יותר פנימה:
לעובדים חדשים יש גישה אמיתית למערכות, אבל אפס זיכרון שריר ארגוני. הם עלולים לפרסם מידע רגיש או לקבל הרשאות Admin ""רק ליתר ביטחון"" שנשארות פתוחות לתמיד. רוב הכלים מחפשים תוקפים זדוניים, אבל מה שומר על עובד לגיטימי שפשוט עוד לא מכיר את הכללים?
הכירו את FirstWatch🛡️ - פרויקט שפיתחתי עבור ההאקתון של Boring.Security על בסיס הפלטפורמה של Sola MCP.
זו מערכת מבוססת AI שפועלת כשומר סף ב-90 הימים הראשונים של העובד. היא לא רק מנטרת, אלא מגיבה ופועלת אקטיבית. דרך Sola MCP, המערכת סורקת ומצליבה נתונים מ-Okta, GitHub ו-AWS כדי לבדוק 14 סיגנלים התנהגותיים (כמו היעדר MFA או מפתחות ענן שדלפו).
⚡ איך זה עובד בפועל?
ברגע שיש איום קריטי, סוכן ה-AI מרכיב תוכנית פעולה ויוצר הודעה חינוכית לעובד. משם, האנליסט רק צריך ללחוץ Approve והמערכת מבצעת את התיקון: מבטלת מיידית מפתחות AWS שדלפו, מסירה הרשאות Admin מסוכנות ב-GitHub, מאפסת סיסמאות ב-Okta, ושולחת התראות ב-Slack - וכך מנטרלת את האיום לחלוטין תוך שניות.
מוזמנים לצפות בסרטון דמו שמראה את המערכת בפעולה (כולל ביטול מפתח ענן בלייב!), ולקפוץ ל-GitHub כדי לצלול לקוד:
https://lnkd.in/e8WTDjAA
המון תודה מראש על התמיכה! 🙏
#CyberSecurity #Hackathon #FirstWatch #BoringSecurity #InfoSec #AI #SolaMCP",0
"⁨	הסכסוך ביו״ש והחזון קדימה #תסבירו_לי #so_explain_it_to_me⁩


",0
"חתמת על חוזה? מזל טוב! אבל מה קורה עכשיו? 🤔

לכל מי שעבר אי פעם תהליך גיוס, הרגע הזה מוכר: שלחת את החוזה החתום, סימנת וי ענק של הקלה, ואז... שקט. אפילו לכמה ימים. והשקט הזה? הוא לפעמים מייצר סימני שאלה. ""קיבלו?"", ""הכל תקין?"", ""מה השלב הבא?"".

אני מאמינה שאחד החלקים החשובים בתהליך קליטה הוא להשרות ביטחון מהרגע הראשון ובמיוחד ברגע המעבר בין מועמד ל-עובד שעתיד להיקלט.

שקיפות ותקשורת רציפה הם לא ""אקסטרה"", הם הבסיס.
זה מתחיל במייל קטן- ""תודה, החוזה אצלי והכל תקין"". משפט אחד ששווה המון שקט נפשי. זה ממשיך בעדכון שוטף בו מספרים מתי נפגשים, ואיך הולך להיראות היום הראשון (ולא יום לפני הקליטה). וזה בעיקר להיות שם, לשמור על קשר רציף, לענות על שאלות ולתת תחושה שהם כבר חלק מהצוות.

אונבורדינג לא מתחיל ביום הראשון במשרד. כשאנחנו מייצרים מרחב בטוח ומזמין עוד לפני שהם דרכו בארגון, אנחנו מבטיחים נחיתה רכה והרבה יותר מוצלחת 🌈

מה הדבר שהכי נתן לכם תחושת ביטחון ושקט נפשי בשבועות שבין חתימת החוזה ליום הראשון שלכם במשרד? 

*בתמונה עובדת שעתידה להיקלט מפרגנת על תהליך הקליטה שלנו שמשתפר מפעם לפעם 🙏 ",0
"
מי בא לצוות שלי?
חברה טובה מובטחת 🫶🏼🤩
https://lnkd.in/dRM2V7aq",1
"
אני מכבד כל אדם, אבל מתקשה לקבל את הדרישה ליחס מיוחד.
הבחירה כיצד לחיות, את מי לאהוב ואיך לנהל את חייך היא הבחירה האישית של כל אדם. זו זכות בסיסית במדינה דמוקרטית, ואף אחד לא צריך להיפגע, להיות מופלה או להרגיש מאוים בגלל מי שהוא.
אבל כאן בדיוק מתחילה הבעיה.
בשנים האחרונות נדמה שלא מספיק לדרוש שוויון  דורשים יחס מיוחד.
לא מספיק שיקבלו אותך כפי שאתה  מצפים שתתמוך, שתשתתף, שתזדהה, שתציין ימים מיוחדים ושאם אינך עושה זאת, מיד מסמנים אותך כחשוך, גזען או שונא.
וקשה לי עם זה.
כי סובלנות אמיתית פירושה לקבל גם את מי שחושב אחרת ממך.
אם אני מכבד את זכותו של אדם לחיות את חייו כרצונו, מדוע יש מי שמתקשה לכבד את זכותי שלא להזדהות עם אג'נדה מסוימת?
שוויון אינו אומר שכולם חייבים לחשוב אותו דבר.
שוויון אינו אומר שכולם חייבים לחגוג את אותם הדברים.
ושוויון בוודאי אינו אומר שמשרדי ממשלה וגופים ממלכתיים צריכים להפוך לבמה לקידום זהויות מכל סוג שהוא.
אני לא חושב שצריך יום מיוחד לקהילה הזו או לקהילה אחרת.
לא כי הן פחות חשובות.
אלא כי כולן חשובות באותה מידה.
ברגע שהמדינה מתחילה להעניק במה מיוחדת לקבוצה אחת, היא למעשה קובעת שיש קבוצות שזכאיות ליותר נראות מאחרות.
וזה בעיניי הפוך משוויון.
אני רוצה מדינה שבה אדם נשפט לפי הערכים שלו, התרומה שלו, היושרה שלו והמעשים שלו.
לא לפי הנטייה המינית שלו.
לא לפי המוצא שלו.
לא לפי הדת שלו.
ולא לפי הקבוצה שאליה הוא משתייך.
כבוד לכולם. זכויות לכולם. אפס אפליה.
 אבל גם אפס יחס מועדף, אפס כפייה מחשבתית ואפס ציפייה שכולם חייבים לאמץ את אותה תפיסת עולם.
זה בעיניי שוויון אמיתי.",0
"הצטרפו לצוות AI ייחודי באלביט
ובנו את ה- Agentic Harness שיניע את הדור הבא של שדה הקרב.",1
"AppsFlyer just raised over $1B at a $2.7B valuation.

big number = everyone's excited. 
v cool...
but who wrote the checks...

- Google
- Meta
- Unity
- Moloco

four ad giants who knife-fight each other for every advertiser dollar... all funding the same company. 
on purpose.

so why would rivals fund a shared referee?

because appsflyer doesn't sell ads. it measures them. it's the independent scorekeeper that tells you which ad actually drove the install + the purchase.

so what do i think this rly means...

as ai takes over how ads get bought + optimised, the algorithm stops being the moat. the signal feeding it becomes the moat. 

whoever owns trusted, neutral measurement owns the most valuable real estate in advertising.

and none of these platforms trust each other to grade their own homework. 

advertisers trust them even less 🫤

so they all share one incentive: keep the referee independent, well-funded, and out of a rival's hands. (ask AppLovin how buying adjust went.)

appsflyer just became too important to let fail. so the giants made sure it won't.

two more ideas I'm thinking about on the train: 

this wasn't really a growth round. a big chunk was secondary. early shareholders finally cashing out after sitting tight since 2020.

it's ipo prep. the ceo said it out loud - ""a step on that path."" clean the cap table, get strategic logos on the register, then go public.

Any other thoughts?",0
"
בתקופה האחרונה אני מבלה המון על סטים, בצילומים, בעריכות ויצירת תוכן למותגים ואירועים.
אחרי לא מעט פרויקטים מאחורי הקלעים, הרגשתי שהצעד הנכון הוא פשוט לרכז את כל העשייה והסגנון שלי תחת מקום אחד. אז תכירו את Social POV- המקום שלי ליצירת תוכן, הפקות וידאו וצילומים לעסקים (מאופנה ואירועים ועד חברות ומותגים), לשם אני מעלה את רוב העבודות שלי ואני ממש אשמח אם תיכנסו לראות (הלינק בתגובה הראשונה).
אם אתם מחפשים לשדרג את התוכן של העסק שלכם או סתם חושבים על שיתוף פעולה מעניין- מוזמנים לשלוח לי הודעה בפרטי.
סופ""ש נעים!🤍💌",1
"חברה שכל המוצר שלה הוא למכור AI Enablement לחברות ענק - היא ה-patient zero של התרופה שהיא מוכרת, או שהסנדלר הולך יחף?

שאלתי את רועי ללזר מ-Wonderful עד כמה הם באמת לוקחים את ה-AI לקצה בתוך הבית.

הנה כמה use-caseים ששמעתי ממנו בפרק:

1. מערכת פנימית לעבודה על חוזי NDA. אחד מעורכי הדין בחברה לימד את ה-AI לעשות את הפרוסס בעצמו: הוא נתן לו כמה NDAים לדוגמה, יחד עם ההערות והרד-ליינים שהשאיר עליהם בעבר, וה-AI למד מזה לעבור על חוזים חדשים.

2. סוכן שמקבל מכל החברה פידבקים על באגים ויזואלים/של טקסט, ישירות מסלאק, ומתקן אותם אוטומטית. יש ימים שיש להם 30-50 תיקונים UI - וזה מאנשים שהם בכלל לא מתכנתים, מהפייננס ועד ה-GM שלהם באיטליה.

3. מערכת גיוס עובדים כמעט אוטומטית. נבנתה על ידי ה-Chief of Staff של רועי, לא מתכנת. מערכת שלמה עם: פרופילים, סריקת מועמדים, פנייה, חימום. הכל בסקייל, אוטומטי, מאחורי הקלעים. חלק חשוב ביכולת שלהם לעשות סקייל לגיוס העובדים שלהם במלא מדינות.

על זה ועוד בפרק האחרון של ״תתעלם מההוראות״ עם רועי ללזר Roey Lalazar מ-Wonderful. חפשו את הפודקאסט בכל אחת מהפלטפורמות המובילות.",0
"אמרתי למישהו שכשאני נוסע לטיול עם המחשב אני שם אותו לידי פתוח, מחבר להוטספוט, ונותן לקלוד לעבוד.
הוא אמר לי שזה ממש לא בטיחותי.

ת'כלס צודק... אז הנה:",0
"Innovation Day Q2
במשרדים שלנו ברעננה
אז חוץ מעוגיות וסוואג 
היה לנו את Vlad Luzin המדהים מ-BAND שדיבר על אורקסטרציה של סוכנים Subagents, teams, A2A, peer-to-peer 

ופוקוס מיוחד על אתגר ה- Agentic SDLC 
ואיך אנחנו מתמודדים איתו (וכמובן כל הפרוייקטים פתוחים...)
* FullSend - Secure Agentic SDLC (Github native) - https://lnkd.in/era5TxUK
* UnifAI - Managed Agentic SDLC and Agentic flow platform - with built in integration - https://lnkd.in/eB3GF4J3
* harness-eval-lab - evaluate your agentic/skills setup - https://lnkd.in/e4AGDKXq

תודה למשתתפים
ותודה מיוחדת למציגים ולכל מי שסייע
Rina Cohen, Liad Kashtan (Engel), Roy Nissim, Barak Korren, Benjamin Kapner, Carmel Soceanu, Ella Shulman, Nir Rashti, Odai Odeh, Ilanit Stein, Polina Rabinovich",0
"אז, מה ציפיות השכר שלך? (חלק #1 בסדרה)

השאלה שרוב המועמדים הכי שונאים 🫣

↩︎עזבו שבעולם מתוקן, ליד כל מודעת דרושים אמור להופיע טווח שכר בצורה שקופה
↩︎ועזבו שהמגייסים יודעים מראש מה התקציב שלהם למשרה הזאת
↩︎אז מה נסגר עם המשחקים האלה? 😳
(אבל זה כבר לפוסט אחר)

בואו נדבר רגע עליכם כי גם בתוך המשחק הזה, אפשר לעשות את זה חכם 💪🏽
(אז תגזרו ותשמרו לשיחה הקרובה שלכם)

כששואלים אתכם 'מה ציפיות השכר שלכם?' 
❌️ אל תגידו שאתם לא יודעים
❌️ אל תגידו שלא חשבתם על זה עדיין
❌️ אל תשאלו 'מה אתם מציעים'?
❌️ אל תזרקו מספר מהבטן
❌️ אל תענו לפי הפחד שיפסלו אתכם
❌️וגם לא לפי התחושה הלא נעימה הזאת ש'אולי ביקשתי יותר מדי'

אז מה כן?
1. תעשו שיעורי בית. 
כןןןן! זה חשוב כדי שתדעו איך ובכמה לתמחר את עצמכם

איך ואיפה? 
👈🏼 תדברו עם אנשים שעובדים בתפקידים שאתם מכוונים אליהם
👈🏼 תבדקו בטבלאות שכר
👈🏼 תשאלו באנונימיות בקבוצות של מחפשי עבודה (יש שם גם מגייסות שישמחו לענות וגם חברי הקבוצה שמחים לעזור בנושאים האלה)

קבלו את רשימת הקבוצות המדהימות שאפשר לשאול ולהתייעץ שם גם על שכר (וכמובן באנונימיות)

משכורות בהייטקס- 
של Elior Buskila 👑
https://lnkd.in/dsghb6Xh

נשים משלבות נשים בהייטק-
של Taly Gliksman ו @bar pickel 👑
https://lnkd.in/dFAZ7ErE


היחידה לאמהות משוחררות-
https://lnkd.in/d5wuxnss
של Sivan Alfi 👑, שהעלתה בדיוק אתמול שרשור שכר מטורף! אז כדאי לקפוץ, להציץ ולהתייעץ

יאללה, הייטקיסטיות 
של Tzipi Abu 👑
https://lnkd.in/duGNRShv

מה בתפקיד- 
של @simona valsky  ו- @avigail levine 👑
https://lnkd.in/dzVTfr-M

2. תצליבו מידע! 
אל תסתמכו רק על אחד מהסעיפים האלה 👆🏼

3. תבינו מה הטווח הריאלי לתפקיד, לניסיון שלכם, לשוק הנוכחי (עם כל האתגרים שבו) ולסוג החברה.

ואז תגיעו מוכנים עם טווח שכר!
לא מספר אחד.
טווח.

למה?
כי גם התקציב של המגייסים הוא בטווח וגם הוא תלוי בניסיון ובהתאמה המירבית של המועמד לתפקיד.

איך עונים על השאלה הזאת? בפוסט הבא
שימו 🔔 כפול כדי לא לפספס.",0
"🚀 Salesforce is Hiring: Technical Recruiter (6-Month Contract) 🚀 

Are you passionate about recruiting top engineering talent, thrive in a fast-paced environment, and have experience leveraging robust ATS platforms and AI recruiting tools?

I'm looking to hire a Technical Recruiter to join my Tech Talent Attraction Recruiting team on a 6-month contract based in Chicago, Atlanta, or Dallas (3 days per week in-office). Know someone who would be a great fit? Tag them below to apply or share this opportunity with your network. Thank you!

Apply here:
https://lnkd.in/esZVye64",1
"מחפשת חשב/ת שכר להצטרף לצוות שלי ✨😎
אם בא לך לעבוד בחברת סייבר מובילה, בסביבה מקצועית ודינאמית עם אנשים טובים, אשמח להכיר !

פרטים בקישור 😍

Gal Carmon Luria
Hadar Seidman

https://lnkd.in/dwaZm_bx",1
"החודש אנחנו מצדיעים למשרתי ומשרתות המילואים, שבוחרים פעם אחר פעם להתייצב ולהגן על המדינה לצד ניהול קריירה, משפחה וחיי היום־יום.

אנחנו ב-hms מחויבים לתמוך באנשי המילואים שלנו לאורך כל הדרך: 
בזמן השירות, עבור משפחותיהם שנושאות יחד איתם בנטל וגם בחזרה לעבודה.

זו לא רק הוקרה ליום אחד, אלא מחויבות מתמשכת להעניק תמיכה, גמישות והבנה למי שנותנים מעצמם למען כולנו.

אנו גאים להיות בין הארגונים שזכו ב-Tav Miluim - תו מילואים כהכרה במחויבותנו לתמוך במשרתי המילואים ובבני משפחותיהם. 
עבורנו התו אינו רק סמל, אלא ביטוי לערכים שמלווים אותנו לאורך כל השנה ולמחויבות שלנו להמשיך ולעמוד לצד מי שמשרתים את המדינה.

תודה לכם💙

#hmstory",0
"
שלום! אני תומר כספי, ואני מחפש עבודה. והפעם - חזרה גנרלית עבור הגנת התזה אתמול! (176/365).

ביום שלישי שבוע הבא אני ארצה על התזה שלי עבור קבוצת הבוחנים, ולאחריה אני אקבל את הציון הסופי עבור התואר השני.

אתמול עברתי על ההרצאה ביחד עם המנחה (וזו הייתה הפעם הראשונה שבכלל התאמנתי על ההרצאה) ועבדנו ביחד בשביל לעשות שינויים במצגת, באיך שאני מציג, לציין דברים מסוימים שצריך לציין, ותשובות במידה והבודקים ישאלו אותי על נושאים שונים.

לאחר החזרה המנחה אמר לי שהוא לא מודאג, ושאנחנו נבצע חזרה נוספת ביום ראשון. כעת אני צריך לשנות דברים במצגת, לכתוב מסמך מלווה עבור ההרצאה כדי שאני אדע מה להגיד בכל מקרה, וגם להתכונן מבחינת ההצגה עצמה.

במקביל, אני לומד עצמאית קצת יותר על חשבון מליאבין, לפחות לנסות להבין את הבסיס, בעזרת הספר של Nualart, אם כי אני עדיין לומד את הדברים ה""בסיסיים"" של חשבון סטוכסטי, בעיקר בשביל הרקע. אני הייתי רוצה לכתוב פוסט יותר ממוקד על חשבון מליאבין, אבל אינני ממש יודע מאיפה להתחיל או איך להציג את הנושא בהתחלה.

אני במקביל מנסה להמשיך עם חיפושי העבודה. אני מרגיש שתחום המתמטיקה הפיננסית והקוואנט יכול להתאים עבורי, אם כי השוק בתחומים האלו הוא הרבה יותר מצומצם. בגלל זה אני גם מנסה לחפש משרות שהן יותר ""מוכרות"", בפרט משרות אלגוריתמיקה ומדעי הנתונים, שהרקע שלי יכול להתאים עבורם.

זה היה חודש די ""איטי"" עבורי, במיוחד כשהרגשתי ירידה במצב הרגשי והנפשי שלי, אבל אני מרגיש הרבה יותר טוב, ומקווה לחזור לחיפושי העבודה בצורה יותר אינטנסיבית.

אני.
חייב.
לעבוד.
",0
"אז מה הדבר הראשון שתעשי יום אחרי שיפטרו אותך מהעבודה?
גם אני:

הולכת לים באמצע היום כאילו אני בחופשה ולא בדיוק איבדתי עכשיו שגרה של 9 שנים.

אז כן, אחרי 9 שנים גם אני קוצצתי בגל האחרון.

ולמרות שזה לא היה בתכנון, אני בוחרת להסתכל על זה ממש כהזדמנות.

אני מגיעה עם ניסיון של שנים בהובלת פרויקטים ומוצרים, בניית Roadmap, עבודה עם צוותים מגוונים, דאטה וטכנולוגיה, הובלה מקצה לקצה, עבודה מול ספקים, יצירת סדר בתוך כאוס וחיבור בין אסטרטגיה לביצוע.

בשנים האחרונות הייתי בעיקר בעולמות הדאטה וה־AI, ועכשיו מחפשת את האתגר הבא בעיקר בתפקידי Product Management או Project / Program Management.

אם אתם מכירים הזדמנויות רלוונטיות, אשמח לכוחה של הרשת ❤️

ובינתיים אני בוחרת להישאר סקרנית, אמביציוזית, ולראות לאן הדרך החדשה תיקח אותי ✨

#OpenToWork #ProductManagement #ProgramManagement #Data #AI",1
"FinTech Hiring: Remote Roles & DevOps Lead Demand

Recent FinTech hiring data reveals a significant demand for remote positions, with critical tech stacks like DevOps seeing increased vacancies. This article examines these trends and demonstrates how FindHire's AI-powered talent sourcing helps recruiters efficiently fill these specialized roles.

https://lnkd.in/dHCMp5gT

#Fintech #FintechHiring #RemoteJobs #Devops #TalentSourcing #Recruiting #FindHire",1
"Gong

יש משרות שמתחילות מרשימת דרישות.
ויש משרות שמתחילות מאנשים.

אז לפני שאספר את מי אני מחפשת, אני רוצה לספר קצת על הצוות שאליו את או אתה תצטרפו.

בצוות שלי יש היום שלוש סורסריות יוצאות דופן:

✨ Noa Tzafrir Erlich – אם יש דאשבורד או מערכת חדשה, כנראה שהיא כבר חקרה ותבוא עם 3 תובנות. מומחית באיתור מועמדים מעולמות המוצר, מפיצה אור מיוחד ואושיית הסטייל הבלתי-מעורערת של הצוות!

✨ Noga Eshcar – כשהיא לא צוללת לעומק עולם האייג'נטים, היא מאתרת אנליסטים ומפתחי Backend עם איכויות שקשה ללמד. תמיד מביאה זווית חכמה, וגם ניחוח בריטי מעודן!

✨ Michelle W. – הלוחשת למועמדים. זו שהופכת ""לא מחפש"" ל""בואי נדבר"". מפצחת משרות מורכבות, בונה קשרים אמיתיים עם מועמדים, וכותבת פניות שגורמות גם למועמדים הכי פסיביים לעצור ולענות. מצחיקה אותנו עם הגיגיה והכתיבה שלה גם יצרה סדרה בטלוויזיה, כן זה עד כמה היא טובה!

ועכשיו את או אתה חסר/ה לנו.

המרכיב הסודי שאני מחפשת הוא סקרנות.

לא סקרנות של ""מעניין אותי"".

סקרנות של מי שלא מסתפק בתשובה הראשונה.

של מי שרואה פרופיל לינקדאין ותוהה מה עוד אפשר ללמוד.

של מי שלינקדאין ריקרוטר זה נייס טו האב עבורם, אבל כבר התנסו או חקרו על כלים נוספים (Gem למשל זה בונוס).

של מי שנהנה לחקור שווקים, להבין אנשים, לזהות דפוסים ולחפש עוד דרך אחת להגיע למועמד שאף אחד אחר לא חשב עליה.

כי סורסינג מעולה הוא הרבה יותר מחיפוש.

הוא שילוב של הבנת אנשים, חשיבה אנליטית, יצירתיות, התמדה ויכולת לספר סיפור טוב.

זה תפקיד למי שאוהב לעבוד עם אנשים, אבל גם נהנה ממחקר.

למי שאוהב דאטה, אבל לא שוכח שיש בן אדם מאחורי כל פרופיל.

למי שמסוגל להחזיק גם חשיבה אסטרטגית וגם לרדת לפרטים הקטנים.

זה לעבוד עם מגייסות תותחיות ומנהלים מגייסים מהשורה הראשונה.

אז אם את/ה מתחבר/ת לכתוב, ואת/ה סורסר/ית מנוסה ששוקל/ת את האתגר הבא, אשמח מאוד שנכיר :)

(ואם אתם מכירים מישהו או מישהי שמתאימים – אשמח אם תתייגו או תשתפו ❤️)

https://lnkd.in/dnzWnY7A",1
